,state,city,address,name,business_id
57,OH,Bainbridge Township,8480 E Washington St,Panera Bread,5uZRV3u4n2tbmCAQh9_lpQ
58,OH,Cleveland,2071 E 4th St,Zócalo Tequilería,knJh7agyWMdPyndI9dURjw
59,OH,Sheffield,5196 Detroit Rd,Sugarcreek Restaurant,tZOr1d79vMvUV5XQBmcYdw
60,OH,Chesterland,12769 Chillicothe Rd,Rise and Dine Cafe,1D7U-KEvoQDqWJNiYTNbZg
61,OH,Rocky River,20505 Detroit Rd,Martin's Deli,cEcTtJIc0h3rRuJWoTgcMg
62,OH,Woodmere,27339 Chagrin Blvd,Bowl Of Pho,zzSYBWuv_fXGtSgsO-6_1g
63,OH,Medina,985 Boardman Aly,TWIISTED Burgers & Sushi,-GOsHrWPC0meDRgkCEgC8w
64,OH,Rocky River,19070 Old Detroit Rd,Stino Da Napoli,ZrsDrRhx3rnR55dXbiQSzw
65,OH,Middleburg Heights,17695 Bagley Rd,Five Guys,uxm2CPgLbs98s9OGPu5gXg
66,OH,Kent,425 Franklin Ave,Grazers,Shga7lyRNRFQWoFqTPUQCw
67,OH,Avon Lake,375 Lear Rd,China King 1,zRBDq7hLQevQXeZAGRkRCA
68,OH,Sheffield Village,5205 Detroit Rd,Cracker Barrel Old Country Store,-49WY_TEa9ZEcRk_GnuLog
69,OH,Cleveland,811 Prospect Ave E,811 Kitchen Bar Lounge,k9vukbB0xYq_FC9KpktnbQ
70,OH,Cuyahoga Falls,350 E Steels Corners Rd,RETRO Dog,PjQngP_7m7PA8K1WUHdXqg
71,OH,Cleveland,12910 Buckeye Rd,Popeyes Louisiana Kitchen,SZbn2cSLGsAmvliMzsvXOw
72,OH,Rocky River,1313 Linda St,Wine Bar Rocky River,JKM8N-qeXl_cLXOFRpevEA
73,OH,University Heights,14404 Cedar Rd,Papa John's Pizza,h4zdQoZZfXZGkR7GWD8O1A
74,OH,Middleburg Heights,"7080 Engle Rd, Middleburg Heights",Zoup!,8Jha7n3EY3_eRIMUOoJ4Zg
75,OH,Cleveland,12706 Larchmere Blvd,Vine and Bean,blU2m56zkJc0SucLnbc4vw
76,OH,Avon Lake,33688 Walker Rd,Big City Burgers,pIHRmABrXp9nRnxegrrQGA
77,OH,Cleveland,10393 W Pleasant Valley Rd,Mandarin House Chinese Restaurant,JftoP9r6TT98v83hfY9RZw
78,OH,Cleveland,1425 East 21st St,Lancer's Bar & Lounge,gk5zSldov0A3do1q8kLUDw
79,OH,Kent,176 E Main St,Buffalo Wild Wings,cSwEDCPtfN-t545eQyGhmQ
80,OH,Rocky River,19015 Old Lake Rd,Salmon Dave's Pacific Grille,Hs68UjZqsTncXTT7V0J9fg
81,OH,Rocky River,21800 Center Ridge Rd,Pomodoro,efMDX68VIiVcYE4Rd14bXQ
82,OH,Cleveland,7533 Pearl Rd,Katherine's Family Restaurant,6WdKJJbK6EC5R8PKGWMsng
83,OH,Westlake,30651 Detroit Rd,Cabin Club,2lcK3d4K7FU6O8wXdWzOmA
84,OH,Cleveland,13051 Larchmere Blvd,Larchmere Tavern,KRM-JflDiqIpJUToNQc7pw
85,OH,Cleveland,13225 Shaker Sq,Sarava At Shaker Square,Ywdy4YARQK1ZWOCDzZDi-w
86,OH,Cleveland,16773 Chagrin Blvd,Boston Market,OERShuAgSxyjmXJ8IwT2zA
87,OH,Shaker Heights,20126 Chagrin Blvd,Opus Restaurant,bDi4i_iL6b6mTo3BFpvbTw
88,OH,Cleveland,2100 Superior Viaduct,Luca Italian Cuisine,hmfAdo6LuVOvBLiu75C8ZA
89,OH,Cleveland,4478 Pearl Rd,Nunzio's Pizzeria,cdsxkycC_xrXlOdsm5yZUw
90,OH,Rocky River,21805 Center Ridge Rd,Moe's Southwest Grill,ICdr0vjfpQj4IRNK9D22sQ
91,OH,Lakewood,13359 Madison Ave,Thai Hut,kJ34esV7NSbnLZeYzx4Rug
92,OH,Mentor,9587 Mentor Ave,Panera Bread,FNY_ogbrWezayGzDaNVh5Q
93,OH,Richfield,"4174 Wheatley Rd, Ste 600",Pandas,vNdf_D-Prw2lXDLeKHohxA
94,OH,Chagrin Falls,8295 Washington St,Dairy Island,EjoIR7tLMNt0NvuWHGJPSg
95,OH,Garfield Heights,4912 Turney Rd,Angelo's Diner/Restaurant,Y_crGw_ItR8JBYWsmIkR4Q
96,OH,Richfield,4174 Wheatley Rd,Teresa's Pizza,Qy_FDRtL-f-syUlEKpg_6A
97,OH,Medina,3175 Medina Rd,Tres Potrillos,scnWmw-edweZpj-N3kk9gQ
98,OH,Moreland Hills,34105 Chagrin Blvd,Fountain,VsSk2sgc1M4bhvDdlaPYHg
99,OH,Cleveland,3120 Superior Ave E,Number One Pho,XUA7xA7myMaCuN6G3xYdIA
100,OH,Chardon,141 Main St,Morgan's Place,frO7lQ_S4FnrjJ1H_Px4Dw
101,OH,Euclid,24676 Euclid Ave,Talessia's Kitchen,y4NmHEOHjQ5_FAWWSoRpvQ
102,OH,Wickliffe,29131 Euclid Ave,Papa Joe's Submarines,dRL-8q_rweIVRA2lZV68rQ
103,OH,Northfield,32 W Aurora Rd,Giuseppe's Ristorante,JI88Hdn6TM6rpYIUEk_xwA
104,OH,Cleveland,3888 W 130th St,Georgio's Oven Fresh Pizza,mo78R4hiF5JDcxpnLljEXg
105,OH,Broadview Heights,"203 E Royalton Rd, Ste 114",Greek Village Grille,zm3w7U26kDxREFDSLJRBgQ
106,OH,Valley View,5935 Canal Rd,Quaker Steak & Lube,oq9bF1KUzSldObMSQ_aalQ
107,OH,Cleveland,12706 Larchmere Blvd,Batuqui,YVkcZQEfH0qQRtN86CoSDQ
108,OH,Mayfield Heights,6088 Mayfield Rd,Di Cillo Tavern,_d76h17SjTnEq20u42Wwwg
109,OH,Eastlake,35400 Vine St,Two Bucks,kY2Uh2-CHgLff9rZZWuGDA
110,OH,Brunswick,3521 Center Rd,Arby's,b9xYFHAwEaysVr8dZqM-PQ
111,OH,Cleveland,2800 Whiskey Island Dr,Sunset Grill,1FRf6pdx7AtI6HZXIlAZWA
112,OH,Mentor,7814 Reynolds Rd,TGI Fridays,OhMtEGOGXUqz05avA4b-1Q
113,OH,Cleveland,"11100 Euclid Ave, Fl 2",Wolfgang Puck Express,Sb2a5N9gSLICYkMVSjszsA
114,OH,Cleveland Heights,2194 Lee Rd,Dewey's Pizza,MSc5pybthcvHa0g_lg5wuQ
115,OH,Cleveland,2203 Chester Ave,Arby's,Vkz7c2EDh7ydELK8Za0obQ
116,OH,Avon,1503 Traveler's Pt,Perkins Restaurant & Bakery,hPRNV9hE5Ac9vXGKHePG1Q
117,OH,Avon,35514 Detroit Rd,Heck's Café,qO7dpBAVxbrR4GbtR2uCOw
118,OH,Brook Park,14957 Snow Rd,Garden Restaurant,JbPTI_0_-YwxgvMeXt9qMw
119,OH,Cleveland,869 E 185th St,Chili Peppers,bjbegGikWzSgeVsOJdE22g
120,OH,Mentor-on-the-Lake,5983 Andrews Rd,China Buffet,L4GzMZqY4L_5GPC22pIM0Q
121,OH,Elyria,800 W River Rd N,Bailey's Bar and Grille,p66HDmRiwG0Te5zSj67Crg
122,OH,Cleveland,1836 W 25th St,Weenie a Go Go,MNNplhqyy5APhT4ny4yAVA
123,OH,Cleveland,2033 E 14th,Alex Bistro & Bar CLOSED,DYhGhT9bvsija74RVt8tCQ
124,OH,Berea,1270 W Bagley Rd,Suds Maguire's Bar and Grill,1Pv6zuTjtDynP8T1zJhGTg
125,OH,Brook Park,15266 Sheldon Rd,Conte Restaurant,uLdJrH2rJwULKLopi0XH4Q
126,OH,Cleveland,7413 Memphis Ave,China House,oK_uwtOectm906rpUtHiug
127,OH,North Olmsted,24775 Lorain Rd,Backdraft Bar & Grille,R13eqiLCi9m76DIaDCt7eA
128,OH,Cleveland,10427 Clifton Blvd,Clifton Martini & Wine Bar,E50mr3xobsahb77IBRwVTQ
129,OH,Westlake,"Crocker Park Mall, 12 Main St",Champps,iZGktN1Zv0aX9yqTzZSfXA
130,OH,Westlake,25939 Detroit Rd,Frankie's Italian Cuisine,SXbezCVeHdTMywIUA0pyAA
131,OH,Middleburg Heights,7175 Engle Rd,Perkins Restaurant & Bakery,-Biboxy2pG3MovBOF_r4SQ
132,OH,Westlake,23810 Detroit Rd,Panini's Bar & Grill,b--I9Ed6N5P9fwEb2qaiqg
133,OH,Elyria,1825 Lorain Blvd,Mr. D's Bar & Grille,YgLKhqyqSr_jpk9zAb7OOQ
134,OH,Cleveland,25869 Chardon Rd,Michael's Bar & Grille,DWeW4PKZQkXhgKdLtRsmFg
135,OH,Willoughby,"5900 Som Center Rd, Ste 11",Peking Chinese,kD1u5HwZpWOH2bAU_W0ARQ
136,OH,Fairlawn,3737 W Market St,Enso: Rolls & Bowls,8_PASn6zTH9H0Uc1Vm6D9w
137,OH,North Olmsted,26270 Lorain Rd,Burger King,BLWR8UaDExMxx1z3fhu0Fg
138,OH,Strongsville,14952 Pearl Rd,Panini's Bar & Grill,m-ZqJFz9jJqyBA9Wsp_3KA
139,OH,Cleveland,5559 Wilson Mills Rd,Zeppe's Pizzeria,GZlJDJhDlIy-Xj7ckfyJuw
140,OH,Amherst,900 N Leavitt Ave,Denny's,Cu3u58BDEh-qFjpoaIWYqw
141,OH,Aurora,549 S Chillicothe Rd,Treichel's Grille,dgTCrIlHmwijcBbOeh2aHg
142,OH,Cleveland,11213 Detroit Ave,Now That's Class Lounge,Yyag9ZHs0hZ7UIGFC04Vqw
143,OH,Burton,14530 N Cheshire St,Tom & Jerry's Grill,hjyLYOpV4ktPuoeQ8p2DPw
144,OH,Westlake,26055 Detroit Rd,Lobster Bros Seafood,hTdV1_Xn1j6yhpIR7CgCJQ
145,OH,Cleveland,2903 Clark Ave,Popeyes Louisiana Kitchen,06DxO1hUPQJmtUzIbVNKwQ
146,OH,Medina,2860 Medina Rd,Fresh Food Deli,Spa_PAUu1wyPiwqTjjv6Lg
147,OH,Cleveland,7424 Brookpark Rd,Taco Bell,IUldL6DNTst_wwDRUNrmMw
148,OH,Columbia Station,9858 E River Rd,Gibbs Butcher Block,RqzOWT44Tlt_OIqipAgKvw
149,OH,Olmsted Township,"27097 Bagley Rd, Ste 1, Stearns & Bagley Plz Shopping",Subway,_Q9xk_OvOw_C3Fi7ETNzTQ
150,OH,Cleveland,9751 Chester Ave,Urban Kitchen & Deli,1ktw2saTrIr_YJSxQjhnpg
151,OH,Cleveland,17116 Chagrin Blvd,Marco's Pizza,G5rqI8RjYa5Jkoo1lYbdPw
152,OH,Kent,1699 E Main St,Ming's Bubble Tea,ygcX18rboNOaYnNmRCDytw
153,OH,Cleveland,3030 Superior Ave,Phusion Cafe,97V91GSG-OQvrvOc9GXoGA
154,OH,Avon Lake,34481 Lake Rd,Aroma Restaurant,JN6287XepTV2wOiwnq5joA
155,OH,Highland Heights,548 Miner Rd,Romeo's Pizza,SgwMaS67XFl8OWgm_Rkyzg
156,OH,Lakewood,14701 Detroit Rd,Panera Bread,b2rfNrcmMImFSkBMcFj6SQ
157,OH,Amherst,46402 Middle Ridge Rd,Panera Bread,ue8bZWB2msoRf5gSxNwgYQ
158,OH,Eastlake,35901 Lake Shore Blvd,Trader Jack's Riverside Grille,28GeAA6PjuHmqgMmp1E2Uw
159,OH,North Ridgeville,33701 Center Ridge Rd,Senor Coyotes,F0PPK3ULohLWMUnrs_WWhA
160,OH,Berea,841 W Bagley Rd,Tony K's Bar & Grille,jAF6KSnWoIfL9NbmcmoJ6g
161,OH,Lakewood,14725 Detroit Ave,Jimmy John's,RMzLb1JFPrMbIJDM6AUyNQ
162,OH,Cleveland,1701 E 12th St,Cedarland Express,7-K3HAcYkS92V0tdgmM2_A
163,OH,Cuyahoga Falls,526 Graham Rd,Falls Mediterranean Food Mart & Grill,PRNbWs8f371IZnywKx6IFg
164,OH,Berea,294 N Rocky River Dr,The Oriole Cafe,APQ39g4hGiYGEwdHNi1q8g
165,OH,Westlake,27315 Detroit Rd,Papa John's Pizza,6Th0vVjtlAlTE0cu-xrCng
166,OH,Cleveland,2528 Lorain Ave,Souper Market,DjF7FY3KU1MFE6l9W2A3cA
167,OH,Westlake,30634 Detroit Rd,Pizza by Robert,eigkQ_PuRON8Se265NqQDQ
168,OH,Bedford,25201 Rockside Rd,Burger King,qErcBgymY29ilbg6LZ2BkQ
169,OH,Cleveland,8800 Euclid Ave,C2,LpQPDBgKh1nP-vLLzfsilg
170,OH,Aurora,30 Shawnee Trl,The Cutting Board,k7mmURt3jRG4BxpVMlavcA
171,OH,Cleveland,1417 E 9th St,Subway,f_vZiW020vjgySYwUUjZ7A
172,OH,Cleveland,2221 Professor Ave,Lago,G9UlT-mBMdUwoUGCW405ow
173,OH,Cleveland,3770 Lee Rd,Hot Sauce Williams Barbecue Restaurant,d9sv7fexFJiChG9Xl0SP-A
174,OH,Painesville,9 Park Rd,Park Road Bar & Grill,O5M982hbPXGBXGetvrh8Mg
175,OH,Bedford,795 Broadway Ave,Sirna's Cafe,yo1g2aXjBL_7FNo1jctKfQ
176,OH,Willoughby,"35085 Euclid Ave, Ste 2",IHOP,z0qbneYQSHpiX9BBHVNHKw
177,OH,Westlake,20 Main St,B Spot,KR2kRmHnRCaNzOUEGoB25w
178,OH,Broadview Heights,4101 E Royalton Rd,PIZZAFIRE,kEIwUXCl5JhbF4gzuMd3qw
179,OH,Cleveland,6501 Fleet Ave,The Red Chimney,OiS6K4IvKwxIcWlKVywG_w
180,OH,Cleveland,21867 Lorain Rd,Tommy's Fairview Tavern,IPF4KcnNTuITlyiaSooD4w
181,OH,Cleveland,527 Prospect Ave,Barrio,VH2BjFjc9usDquDgoHhptA
182,OH,Cleveland,12706 Larchmere Blvd,Bon Vivant,KfiSiJZ73oO0TyJSsu851g
183,OH,Painesville,9942 Johnnycake Ridge Rd,Concord Pizza,0hDOAi_4jE6FBw2ZL_jMsg
184,OH,North Olmsted,4949 Great Northern Blvd,Red Robin Gourmet Burgers,knDXdt6qgwd4xVPUsgkfWw
185,OH,North Ridgeville,8820 Bender Rd,Uncle Bo's Slow-n-low,H9joK3yIE8CHkUPUwQmdLQ
186,OH,Cleveland,4326 Pearl Rd,Dee's Old Brooklyn Diner,6J2yA7KwX9aU5lP5OneWfg
187,OH,Berea,386 W Bagley Rd,McDonalds,wiFgQgYPCSdoPtYDfW7gDQ
188,OH,Maple Heights,5501 Warrensville Center Rd,Beckham's B&M Bar-B-Que,c3Hu9D3cjeASAEekoujUsQ
189,OH,Cleveland,2079 E 4th St,Chinato,JkQSLe_rBftbTJdZuQFlSw
190,OH,Westlake,28743 Center Ridge Rd,Mezza Mediterranean Cuisine,rcoAajAVBBXsBNfgKYaH-w
191,OH,Chagrin Falls,8578 E Washington St,Two Cafe & Boutique,yGDupwb8zuI_FMmkzRxVXw
192,OH,Cleveland,1717 E 9th,Al's Deli,r3lT2Qd80FXBoJKaVGY1Vw
193,OH,Strongsville,13600 Pearl Rd,Strongsville Cafe & Restaurant,MiyJTpWv1_mQ5G0A-7L4kA
194,OH,Fairlawn,3265 W Market St,Dewey's Pizza,PSDpvQJXABP4i-MP7mP4-Q
195,OH,Cleveland,13114 Shaker Sq,Darna Casablanca,dCsW_fmSz_DiotoRIjh3jg
196,OH,Euclid,317 E 200th St,Harvard Soul Bistro,oD07OZ3nrTVKVaNlmFZEjA
197,OH,Cleveland,2756 Van Aken Blvd,Jackie Chen Wok,3Esl4FVI9Rzl_KSmIiMgaw
198,OH,Beachwood,27040 Cedar Rd,5th Avenue Deli & Grill,Pl4SdIP1jWjoF0RKwPsnZw
199,OH,Lakewood,14813 Detroit Ave,Dave's Cosmic Subs,G3SM2RPzBN-vumifM_palg
200,OH,Lorain,3700 Oberlin Ave,MUTT & JEFF'S,WrGQ2PAbraVvJEZurDrspw
201,OH,Cleveland,3537 W 105th St,Dragon Light,bsme1TUoEQt5EDF7O6HBrg
202,OH,Kent,128 N Water St,Robin's Nest,FYvYXaS2yXo7Vb82_rnvHg
203,OH,Cleveland,2217 E 9th St,Brickstone,7tiobQOY3WLYYJl4uMEfrQ
204,OH,Mentor,8434 Mentor Ave,Skye Bistro,or4yipilbCkKIFnF1RP5Ow
205,OH,Mentor-on-the-Lake,5981 Andrews Rd,Marco's Pizza - Mentor On the Lake,fweCYi8FmbJXHCqLnwuk8w
206,OH,Highland Heights,6319 Wilson Mills Rd,QDOBA Mexican Eats,xvA7fdaq5k3xeDvrzLZkzw
207,OH,Cleveland,"1800 Euclid Ave, Ste 3",Pizza Pan,hkYRgPoWUQXJ8iHXSqvFZA
208,OH,Medina,800 Lafayette Rd,Guys Pizza Co,sqDrI3mBAuvaZcUK6vm0Fw
209,OH,Painesville,2736 N Ridge Rd,Golden Sea,pFg0ZuTVVZMZpANZXI0LtA
210,OH,Brunswick,1429 W 130 St Hinckley,Caddyshack Inn,hkfWMXaGA4_-cs0NJmlv4Q
211,OH,Rocky River,19900 Detroit Rd,Rize Pizzeria,8wSccCMGNpx2j6yGVraE8g
212,OH,North Olmsted,29374 Lorain Rd,Blue Turtle Tavern,4Kd7iQptrHRg9Mxnr3QEXA
213,OH,Cleveland,27520 Chagrin Blvd,Papa Santi's,n5S6BuEvl96RgCTafnYkvg
214,OH,Cleveland,"7080 Engle Rd, Ste A",Penn Station,NYOONIzD1T0yY9MuCglwLQ
215,OH,Avon Lake,32730 Walker Rd,Mark Pi's China Gate,BH0K6SxPnY3wTRB7tA27hQ
216,OH,Cleveland,11100 Clifton Blvd,Asian Grille,XYQx_ADdAYwfUEgN7eGmQA
217,OH,Cleveland,"7080 Engle Rd, Ste B",Blue Jade,jjBTBObnHrY87qQIMybjzQ
218,OH,Seven Hills,7635 Broadview Rd,Swensons Drive-In,fNAdDV7HCYnq6P69UGl7kg
219,OH,Middleburg Heights,18741 Sheldon Rd,Fat Head's Brewery & Tap House,C3GUi1zAtJdDBWrPoPZjBQ
220,OH,Cuyahoga Falls,3156 Bailey Rd,Mark & Philly's,5FAY_DhlgvNyUABqAgZZIQ
221,OH,Cleveland,515 Euclid Ave,Potbelly Sandwich Shop,vBMAdtlABJ1qb1ryaeOugA
222,OH,Lyndhurst,5119 Mayfield Rd,Dino's Place,MwDZA24iThGtwgVMkVD-Ow
223,OH,Lorain,5520 Oberlin Ave,Lenoci's Spaghetti House,Ew9YPQV9g4a-L8NjigV0NQ
224,OH,Cleveland,5370 Mayfield Rd,Brown Derby,8hwbcCNUv345Kw1xfOCcWg
225,OH,Medina,3626 Medina Rd,Buehler's the Mill Restaurant,AMGg2n_EV-neHGvzy5h0PQ
226,OH,Cleveland,591 E 185th St,Cebars,29Qe90Oep3S1nc0iIOFckg
227,OH,Cleveland,1104 Rowley Ave,Rowley Inn,M4RwZL5bTBTwwbVcoaDbtw
228,OH,Brunswick,922 Pearl Rd,Honey Hut,Aczj1nrVaMKT4kBDltz5sA
229,OH,Beachwood,24335 Chagrin Blvd,Marco's Pizza,39lLJK_rrYY2NYomSsQdUA
230,OH,Beachwood,25300 Chagrin Blvd,Yours Truly Restaurants,VmPosmQpBlHBqdCXMzIwxA
231,OH,Streetsboro,9244 Market Sq Dr,StringZ & WingZ,tVlSGyR2Lr0YgJ5cQE9nHg
232,OH,Cleveland,12309 Mayfield Rd,Guarino's Restaurant,OzRGWW5R05kC0pQyUHX3lg
233,OH,Kent,4031 Cascades Blvd,Panera Bread,b-88Wiv8vNVrFxWX07KLng
234,OH,Stow,3055 Graham Rd,Stownut Donut & Diner,-MC7EFxTsyKMKB3zeP_FIQ
235,OH,Cleveland,1912 E 6th St,Moriarty's Pub,Sja9RHq7FpwDcmfzbGfIxQ
236,OH,Shaker Heights,20166 Van Aken Blvd,China Star,SJ08uawNJuzBOUPoLRVs3g
237,OH,Rocky River,19797 Detroit Rd,Michael's Restaurant & Bar,h1GpQF2iG3pvQ7DLTE2puw
238,OH,Mentor,9557 Mentor Ave,LongHorn Steakhouse,1njD5p7-FvV8uoHzwiVYCA
239,OH,Cleveland,2203 Cornell Rd,Washington Place Bistro,ZxYPXtZQ-6DFyl4VQkTELQ
240,OH,Brecksville,7011 Mill Rd,The Peppermill Pub and Grill,EFAQhAlkSlEcgLycoy5Zww
241,OH,Cuyahoga Falls,1050 Graham Rd,McDonald's,UEEDnMulA6q6I_q9HDxpEA
242,OH,Peninsula,7100 Riverview Rd,Boston Mills Brandywine Ski Resorts,4ecT2Mkc8C_AlCkPvMH4DQ
243,OH,Cleveland,3048 St. Clair Ave NE,Tom's Seafood Restaurant,1FK7hoiPMPEPG0bRL4bi9Q
244,OH,Cleveland,3000 Superior Ave E,Superior Restaurant,zH3HFpkJZ9EmWMRhw1oypA
245,OH,North Royalton,66701 Royalton Rd,Papa John' Pizza,QWRieSmElMDJ9ENGG0JDuA
246,OH,Cleveland,5504 Harvard Ave,Brick House,1FguXgDNcb__8ct23Ngp9g
247,OH,Cleveland,12502 Larchmere Blvd,Felice,ddlnpDxGDDxGGoG_dVXwiw
248,OH,Fairport Harbor,320 High St,The Pompadour,ewzwgSuA0_6um2q9U-iQvA
249,OH,Mentor,7224 Center St,Campola's,crFb3X-Kz0gLnoiSqg_dvg
250,OH,Painesville,11080 Concord-Hambden Rd,CK's Steak House,zLnmmB9jiKg-A2Lggs64-A
251,OH,Painesville,90 N State St,Renaissance Quail Hollow Resort,KipaZIYaxIIRTU3qAaMKcw
252,OH,Mayfield Heights,5850 Mayfield Rd,Taste of Kerala,L4f77s6qMDU2j5uXOAja2Q
253,OH,Willoughby,4150 State Route 306,Burger King,a5HUZPAn8J_cCyi_qQ29vg
